Journal title,ISSN,eISSN,Publisher name,Publisher address,Languages,Web of Science Categories
REVISTA CUBANA DE INGENIERIA,2223-1781,2223-1781,INST SUPERIOR POLITECNICO JOSE ANTONIO ECHEVERRIA,"FAC INGENIERIA INDUSTRIAL, CALLE 114 MO 11901 & CICLOVIA Y ROTONDA, MARIANAO 15, HAVANA, CUBA, 00000",Spanish,"Engineering, Multidisciplinary"
REVISTA CUBANA DE REUMATOLOGIA,1606-5581,1817-5996,SOC CUBANA REUMATOLOGIA,"CALLE 216 ENTRE 13 & 15, SIBONEY PLAYA, HABANA, CUBA, 00000",Spanish,Rheumatology
REVISTA CUIDARTE,2216-0973,2346-3414,UNIV SANTANDER,"CALLE 70 NO 55-210, CAMPUS LAGOS CACIQUE, BUCARAMANGA, COLOMBIA, 680001","Spanish, English, Portuguese",Nursing
REVISTA DA ANPOLL,1414-7564,1982-7830,ASSOC NAC POS-GRADUACAO PESQUISA LETRAS & LINGUISTICA,"ASSOC NAC POS-GRADUACAO PESQUISA LETRAS & LINGUISTICA, BRASILIA, BRAZIL, 00000","English, Portuguese, Spanish",Language & Linguistics
REVISTA DE ADMINISTRACAO PUBLICA,0034-7612,1982-3134,"FUNDACAO GETULIO VARGAS, EDITORA","PRAIA BOTAFOGO-190, SAIA 538 5 ANDAR, RIO DE JANEIRO RJ, BRAZIL, 22250-900","English, Portuguese, Spanish",Public Administration
REVISTA DE AGRICULTURA NEOTROPICAL,2358-6303,2358-6303,UNIV ESTADUAL MATO GROSSO SUL,"CIDADE UNIV DOURADOS, DOURADOS, BRAZIL, MG 79804-970","Portuguese, English",Agronomy
REVISTA DE ANTROPOLOGIA SOCIAL,1131-558X,1988-2831,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040",Spanish,Anthropology
REVISTA DE ARQUEOLOGIA HISTORICA ARGENTINA Y LATINOAMERICANA,1851-3190,2344-9918,ASSOC PROFESSIONAL ARCHAEOLOGISTS ARGENTINE REPUBLIC,"Florida 835, 2nd floor, of. 202 E. (C1005AAP), Buenos Aires, Argentina, 0000",Spanish,Archaeology
REVISTA DE ARQUITECTURA-BOGOTA,1657-0308,2357-626X,"UNIV CATOLICA COLOMBIA, FAC DISENO","CARRERA 13 NO 47-49, BOGOTA D C, COLOMBIA, 00000","Spanish, English",Architecture
REVISTA DE ARTES MARCIALES ASIATICAS,2174-0747,2174-0747,"UNIV LEON, FAC CIENCIAS ACTIVIDAD FISICA & DEPORTE","CAMPUS VEGAZANA, S-N 24071, LEON, SPAIN, 00000","English, Portuguese, Spanish","Hospitality, Leisure, Sport & Tourism"
REVISTA DE CANCIONEROS IMPRESOS Y MANUSCRITOS,2254-7444,2254-7444,UNIV ALICANTE,"APARTADO DE CORREOS 99, ALICANTE, SPAIN, 3080","Spanish, Catalan, English, French, Galician, Italian, Portuguese",Medieval & Renaissance Studies
REVISTA DE CIENCIAS AGRICOLAS,0120-0135,2256-2273,UNIV NARINO,"CIUDD UNIV TOROBAJO, CALLE 18 CR 50, SAN JUAN PASTO, NARINO, COLOMBIA, 00000","English, Portuguese, Spanish",Agronomy
REVISTA DE CIENCIAS HUMANAS DA UNIVERSIDADE DE TAUBATE,2179-1120,2179-1120,UNIV TAUBATE,"R OPERARIOS, 53, TAUBATE, BRAZIL, SP 12020-34",Portuguese,Social Work
REVISTA DE CIENCIAS SOCIALES-COSTA RICA,2215-2601,2215-2601,"UNIV COSTA RICA, FAC SOCIAL SCIENCES","CITY RESEARCH, SAN JOSE, COSTA RICA, 00000",Spanish,"Social Sciences, Interdisciplinary"
REVISTA DE CIENCIAS SOCIALES Y JURIDICAS,1886-6611,1886-6611,"UNIV MIGUEL HERNANDEZ, FAC CIENCIAS SOCIALES & JURIDICAS","AVENIDA UNIVERSIDAD S-N, ELCHE, ALICANTE, SPAIN, 03202",,Law
REVISTA DE CLIMATOLOGIA,1578-8768,1578-8768,REVISTA CLIMATOLOGIA,"REVISTA CLIMATOLOGIA, PALMA DE MAJORCA, SPAIN, 00000","English, Spanish",Meteorology & Atmospheric Sciences
REVISTA DE COMUNICACION DE LA SEECI,1575-9628,1576-3420,"UNIV COMPLUTENSE MADRID, FAC CIENCIAS INFORMACION","AVE COMPLUTENSE S-N, MADRID, Spain, 28040",Spanish,Communication
REVISTA DE COMUNICACION-PERU,1684-0933,2227-1465,UNIV PIURA,"FAC COMUNICACION, AV RAMON MUGICA 131 URB SAN EDUARDO APARTADO POSTAL 353, PIURA, PERU, 00000",Spanish,Communication
REVISTA DE CULTURA TEOLOGICA,0104-0529,2317-4307,"PONTIFICIA UNIV CATOLICA SAO PAULO, FAC TEOLOGIA","AV NAZARE 993, IPIRANGA, SAO PAULO, BRAZIL, 04263-100","Portuguese, English, French",Religion
REVISTA DE DERECHO CIVIL,2341-2216,2341-2216,NOTYREG HISPANIA,"C/ Dinamarca 22, Santa Cruz de Tenerife, Spain, 38400",Spanish,Law
REVISTA DE DERECHO COMUNITARIO EUROPEO,1138-4026,1138-4026,CENTRO ESTUDIOS POLITICOS CONSTITUCIONALES,"PLAZA DE LA MARINA ESPANOLA 9, MADRID, SPAIN, 28071",Spanish,Law
REVISTA DE DERECHO POLITICO,0211-979X,2174-5625,"EDITORIAL UNED, FAC EDUC","C/ JUAN DEL ROSAL, 14 1 PLANTA, CIUDAD UNIV, MADRID, SPAIN, 28040",Spanish,Law
REVISTA DE DERECHO PRIVADO,0123-4366,2346-2442,UNIV EXTERNADO COLOMBIA,"CALLE 12 NO 1-17 ESTE, BOGOTA, COLOMBIA, 00000","Portuguese, Spanish",Law
REVISTA DE DIREITO DA CIDADE-CITY LAW,2317-7721,2317-7721,UNIV ESTADO RIO JANEIRO,"RUA SAO FRANCISCO XAVIER, 524-BLOCO F, RIO DE JANEIRO RJ, BRAZIL, 20559-900","Portuguese, English, French, Spanish",Urban Studies
REVISTA DE DIREITO SANITARIO-JOURNAL OF HEALTH LAW,1516-4179,2316-9044,UNIV SAO PAULO,"CENTRO ESTUDOS & PESQUISIS DIREITO SANITARIO, FAC SAUDE PUBLICA, AV DR ARNALDO, 715-SUBSOLO, SAO PAULO, BRAZIL, SP, 00000","Portuguese, English, French, Spanish",Law
REVISTA DE EDUCACION INCLUSIVA,1889-4208,1989-4643,UNIV ALMERIA,"CTRA SACRAMENTO, S-N, LA CANADA DE SAN URBANO, ALMERIA, SPAIN, 04120","Spanish, English, Portuguese","Education, Special"
REVISTA DE EDUCACION Y DERECHO-EDUCATIONAL AND LAW REVIEW,2013-584X,2386-4885,"UNIV BARCELONA, FAC DRET","AVENIDA DIAGONAL 684, BARCELONA, SPAIN, 08034","Spanish, Catalan, English, French",Education & Educational Research
REVISTA DE ENSINO DE BIOQUIMICA,2318-8790,2318-8790,SOC BRASILEIRA BIOQUIMICA & BIOLOGIA MOLECULAR,"AV PROF LINEU PRESTES 748, BLOCO 3 SUPERIOR, SALA 0367, SAO PAULO, BRAZIL, 05513-970",Portuguese,"Education, Scientific Disciplines"
REVISTA DE EPIDEMIOLOGIA E CONTROLE DE INFECCAO,2238-3360,2238-3360,UNIV SANTA CRUZ DO SUL,"AV INDEPENDENCIA, 2293, BAIRRO UNIVERSITARIO, SANTA CRUZ DO SUL, BRAZIL, 96815-900",Portuguese,Infectious Diseases
REVISTA DE ESTUDIOS ANDALUCES,0212-8594,2340-2776,"UNIV SEVILLA, EDITORIAL","SECRETARIADO PUBLICACIONES, C/ PORVENIR, NO 27, SEVILLE, SPAIN, 41013","Spanish, English, French",Area Studies
REVISTA DE ESTUDIOS EMPRESARIALES-SEGUNDA EPOCA,0213-8964,1988-9046,"UNIV JAEN, SERV PUBLICACIONES","CAMPUS LAGUNILLAS S-N, EDIFICIO BIBLIOTECA, 2A PLANTA, JAEN, SPAIN, 23071","Spanish, English",Business
REVISTA DE ESTUDIOS EN SEGURIDAD INTERNACIONAL-RESI,,2444-6157,"UNIV GRANADA, FAC POLITICAL SCIENCE & SOCIOLOGY","INT SECURITY STUDY GROUP-GESI, DEPT POLITICAL SCIENCE,CALLE RECTOR LOPEZ ARGUETA, 4, GRANADA, SPAIN, 18071",Spanish,International Relations
REVISTA DE ESTUDIOS INTERNACIONALES MEDITERRANEOS,1887-4460,1887-4460,"UNIV AUTONOMA MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV CANTOBLANCO, MADRID, SPAIN, 28049","Spanish, English, French, Italian, Portuguese",Area Studies
REVISTA DE ESTUDIOS LATINOS,2255-5056,2255-5056,SOC ESTUDIOS LATINOS,"SOC ESTUDIOS LATINOS, MADRID, SPAIN, 00000",Spanish,Language & Linguistics
REVISTA DE ESTUDIOS POLITICOS Y ESTRATEGICOS,0719-3653,0719-3688,UNIV TECNOLOGICA METROPOLITANA ESTADO CHILE,"DIECIOCHO 161, SANTIAGO, CHILE, 97279","Spanish, English",Development Studies
REVISTA DE ESTUDIOS REGIONALES,0213-7585,0213-7585,ASOC UNIV PUBLICAS ANDALUCIA-AUPA,"C ANCHA 16, UNIV CADIZ, CADIZ, SPAIN, 11001",Multi-Language,Environmental Studies
REVISTA DE ESTUDOS CONSTITUCIONAIS HERMENEUTICA E TEORIA DO DIREITO-RECHTD,,2175-2168,UNIV VALE DORIO SINOS-UNISINOS,"UNIDADE ACADEMICA DE PESQUISA E POS-GRADUACAO, EDITORIA PERIODICOS CIENTIFICOS, AV UNISINOS, 950, SAO LEOPOLDO, BRAZIL, RS, 93 022-000","English, Portuguese, Spanish",Law
REVISTA DE ESTUDOS DA LINGUAGEM,0104-0588,2237-2083,"UNIV FEDERAL MINAS GERAIS, FAC LETRAS","AV ANTONIO CARLOS, 6627 PAMPULHA, SALA 3025, BELO HORIZONTE, BRAZIL, MG 31270-901","English, Portuguese",Language & Linguistics
REVISTA DE EVALUACION DE PROGRAMAS Y POLITICAS PUBLICAS,2340-8464,2340-8464,UNIV NACL EDUCACION & DISTANCIA-UNED,"BRAVO MURILLO 38, MADRID, SPAIN, 00000","English, Spanish",Public Administration
REVISTA DE FILOLOGIA ALEMANA,1133-0406,1988-2823,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040",Multi-Language,"Literature, German, Dutch, Scandinavian"
REVISTA DE FILOLOGIA DE LA UNIVERSIDAD DE LA LAGUNA,0212-4130,2530-8548,UNIV LA LAGUNA,"SECRETARIADO PUBLICACIONES, CAMPUS CENTRAL, LA LAGUNA-TENERIFE, CANARY ISLANDS, SPAIN, 38071",Spanish,Language & Linguistics
REVISTA DE FILOSOFIA-MADRID,0034-8244,1988-284X,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish, English, French, German, Italian, Portuguese",Philosophy
REVISTA DE FILOSOFIA UIS,1692-2484,2145-8529,UNIV INDUSTRIAL SANTANDER,"CIUDAD UNIV, CARRERA 27, CALLE 9, SANTANDER, COLOMBIA, BUCARAMANGA, 00000","Spanish, English",Philosophy
REVISTA DE FILOSOFIA Y TEORIA POLITICA,0328-6223,2314-2553,"UNIV NAC LA PLATA, FAC HUMANIDADES & CIENCIAS EDUC","CALLE 48 E-6 & 7,PISO 5, OF 517, LA PLATA, ARGENTINA, BUENOS AIRES, 1900",Spanish,Philosophy
REVISTA DE GASTROENTEROLOGIA DE MEXICO,0375-0906,0375-0906,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",Spanish,Gastroenterology & Hepatology
REVISTA DE GESTAO AMBIENTAL E SUSTENTABILIDADE-GEAS,2316-9834,2316-9834,UNIV NOVE JULHO,"AV FRANCISCO MATARAZZO 612, AGUA BRANCA, SAO PAULO, BRAZIL, C05001-100","English, Portuguese, Spanish",Green & Sustainable Science & Technology | Environmental Sciences
REVISTA DE GESTAO EM SISTEMAS DE SAUDE-RGSS,2316-3712,2316-3712,UNIV NOVE JULHO,"AV FRANCISCO MATARAZZO 612, AGUA BRANCA, SAO PAULO, BRAZIL, C05001-100","Portuguese, English, Spanish",Health Policy & Services
REVISTA DE GESTAO E PROJETOS,2236-0972,2236-0972,UNIV NOVE JULHO,"AV FRANCISCO MATARAZZO 612, AGUA BRANCA, SAO PAULO, BRAZIL, C05001-100","English, Portuguese, Spanish",Business
REVISTA DE GESTAO E SECRETARIADO-GESEC,2178-9010,2178-9010,SINDICATO SECRETARIAS ESTADO SAO PAULO,"RUA TUPI 118, SAO PAULO, BRAZIL, 01233-000","Portuguese, English, Spanish",Management
REVISTA DE GESTAO FINANCAS E CONTABILIDADE,2238-5320,2238-5320,EDITORA UNIV ESTADO BAHIA,"RUA SILVEIRA MARTINS, 2555, CABULA, SALVADOR, BAHIA, BRAZIL, 41 150-000","Portuguese, English, Spanish","Business, Finance"
REVISTA DE GESTION PUBLICA,0719-1820,0719-1839,CENTRO ESTUDIOS GESTION & POLITICA PUBLICA,"CENTRO ESTUDIOS GESTION & POLITICA PUBLICA, SANTIAGO, CHILE, 00000",Spanish,Public Administration
REVISTA DE HISTORIA DAS IDEIAS,0870-0958,2183-8925,COIMBRA UNIV PRESS,"RUA DA ILHA, NO 1, COIMBRA, PORTUGAL, 3000-214",Portuguese,History
REVISTA DE HISTORIA DE LA PSICOLOGIA,,2445-0928,SPANISH SOC HISTORY PSYCHOLOGY & COLEGIO PSICOLOGOS MADRID-UNED,"DEPT PSICOLOGIA BASICA I, FAC PSICOLOGIA, CALLE JUAN ROSAL, 10 MADRID, SPAIN, 28040",Multi-Language,"Psychology, Multidisciplinary"
REVISTA DE HISTORIA MODERNA-ANALES DE LA UNIVERSIDAD DE ALICANTE,0212-5862,1989-9823,UNIV ALICANTE,"APARTADO DE CORREOS 99, ALICANTE, SPAIN, 3080","Catalan, English, French, Italian, Portuguese, Spanish",History
REVISTA DE HISTORIA-SAO PAULO,0034-8309,2316-9141,"UNIV SAO PAULO, FAC FILOSOFIA LETRAS & CIENCIAS HUMANAS","AV PROFESSOR LUCIANO GUALBERTO 315, BUTANTA, SAO PAULO, BRAZIL, SP, 05508-010","English, Portuguese",History
REVISTA DE HISTORIOGRAFIA,1885-2718,2445-0057,"UNIV CARLOS III MADRID, INST HISTORIOGRAFIA JULIO CARO BAROJA","DESPACHO 14.2.10, C MADRID 126, GETAFE, MADRID, SPAIN, 28903",Spanish,History
REVISTA DE HUMANIDADES,1130-5029,2340-8995,UNIV NACIONAL EDUCACION DISTANCIA,"PO SENDA REY,BRAVO MURILLO 38, MADRID, SPAIN, 7-28040","English, Spanish","Humanities, Multidisciplinary"
REVISTA DE INVESTIGACION EN EDUCACION,1697-5200,2172-3427,DIPUTACION PROVINCIAL PONTEVEDRA,"AVE MONTE RIOS, S-N, PONTEVEDRA, SPAIN, 36071",Spanish,Education & Educational Research
REVISTA DE INVESTIGACION EN LOGOPEDIA,2174-5218,2174-5218,UNIV CASTILLA-LA MANCHA,"C/ ALTAGRACIA 50, CIUDAD REAL, SPAIN, 13071","English, Spanish",Linguistics
REVISTA DE INVESTIGACIONES POLITICAS Y SOCIOLOGICAS,1577-239X,2255-5986,UNIV SANTIAGO COMPOSTELA,"SERVICIO DE PUBLICACIONES E INTERCAMBIO CIENTIFICO, CAMPUS UNIV SUR, SANTIAGO DE COMPOSTELA, SPAIN, 15782",Spanish,Political Science
REVISTA DE INVESTIGACIONES-UNIVERSIDAD DEL QUINDIO,1794-631X,1794-631X,UNIV QUINDIO,"CERRADA 15 C11 12 N, ARMENIA, QUINDIO, COLOMBIA, 00000",Spanish,Multidisciplinary Sciences
REVISTA DE INVESTIGACIONES VETERINARIAS DEL PERU,1682-3419,1609-9117,UNIV NACIONAL MAYOR SAN MARCOS,"FAC MED VET, AV CIRCUNVALACION CDRA 28 S-N, SAN BORJA, PERU, LIMA, 00000",English,Veterinary Sciences
REVISTA DE INVESTIGACION LINGUISTICA,1139-1146,1989-4554,UNIV MURCIA,"Edificio Pleiades Campus de Espinardo, Murcia, Spain, 30071","Slovene, Spanish",Linguistics
REVISTA DE INVESTIGACION SOBRE FLAMENCO-LA MADRUGA,1989-6042,1989-6042,UNIV MURCIA,"Edificio Pleiades Campus de Espinardo, Murcia, Spain, 30071",Spanish,Music
REVISTA DE INVESTIGACOES CONSTITUCIONAIS-JOURNAL OF CONSTITUTIONAL RESEARCH,2359-5639,2359-5639,"UNIV FEDERAL PARANA, EDITORA","RUA JOAO NEGRAO 280, CURITIBA, PARANA, BRAZIL, 80060-200","English, Portuguese, Spanish",Law
REVISTA DE LA FACULTAD DE DERECHO,0797-8316,2301-0665,"UNIV REPUBLICA, FAC DERECHO","AVDA 18 JULIO 1824, MONTEVIDEO, URUGUAY, 11200",Spanish,Law
REVISTA DE LA FEDERACION ARGENTINA DE CARDIOLOGIA,0326-646X,1666-5694,FEDERACION ARGENTINA CARDIOLOGIA,"BULNES 1004, BUENOS AIRES, ARGENTINA, C1176ABT",Multi-Language,Cardiac & Cardiovascular System
REVISTA DE LA SOCIEDAD GEOLOGICA DE ESPANA,0214-2708,2255-1379,"SOC GEOLOGICA ESPANA, FAC CIENCIAS","UNIV SALAMANCA, Plaza de la Merced s/n, SALAMANCA, Spain, 37008",Spanish,"Geosciences, Multidisciplinary"
REVISTA DE LA UNIVERSIDAD DEL ZULIA,0041-8811,2665-0428,"UNIV ZULIA, FAC HUMANIDADES EDUCACION, CENTRO INVE","APARTADO 526, MARACAIBO, VENEZUELA, ZULIA, 00000",Spanish,"Social Sciences, Interdisciplinary"
REVISTA DEL CUERPO MEDICO DEL HOSPITAL NACIONAL ALMANZOR AGUINAGA ASENJO,2225-5109,2227-4731,"HOSPITAL NACL ALMANZOR AGUINAGA ASENJO, ASOC CUERPO MEDICO","PLAZA SEGURIDAD SOCIAL S-N, CHICLAYO, PERU, 00000",Spanish,"Medicine, General & Internal"
REVISTA DE LETRAS NORTE@MENTOS,1983-8018,1983-8018,UNIV ESTADO MATO GROSSO,"AV TANCREDO NEVES 1095, CAVALHADA II, CACERES, BRAZIL, MT, 78200-000",Portuguese,Language & Linguistics
REVISTA DE LINGUISTICA Y LENGUAS APLICADAS,1886-2438,1886-6298,"UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022","English, Spanish",Language & Linguistics
REVISTA DE LLENGUA I DRET-JOURNAL OF LANGUAGE AND LAW,0212-5056,2013-1453,ESCOLA ADM PUBLICA CATALUNYA,"C GIRONA, 20, BARCELONA, SPAIN, 08010","Spanish, Aragonese, Basque, Catalan, Dutch, English, French, Galician, German, Italian, Occitan (Post 1500)",Law
REVISTA DE MEDIACION,1888-6485,2340-9754,INST MOTIVACIONAL ESTRATEGICO,"INST MOTIVACIONAL ESTRATEGICO, MADRID, SPAIN, 00000",Spanish,"Social Sciences, Interdisciplinary"
REVISTA DE MUSICOLOGIA,0210-1459,0210-1459,SOC ESPANOLA MUSICOLOGIA,"CARRETAS 14, 70 DESP B-3, MADRID, SPAIN, 28012",Multi-Language,Music
REVISTA DE OSTEOPOROSIS Y METABOLISMO MINERAL,1889-836X,2173-2345,SOC ESPANOLA INVESTIGACION OSEA & METABOLISMO MINERAL,"PASEO CASTELLANA, 135, 7A PLANTA, MADRID, SPAIN, 28046","English, Spanish",Endocrinology & Metabolism
REVISTA DE PAZ Y CONFLICTOS,1988-7221,1988-7221,"UNIV GRANADA, INST PAZ CONFLICTOS","CALLE RECTOR LOPEZ ARGUETA S/N, GRANADA, SPAIN, 18071","English, French, Italian, Portuguese, Spanish",Political Science
REVISTA DE PEDAGOGIA UNIVERSITARIA Y DIDACTICA DEL DERECHO,0719-5885,0719-5885,"UNIV CHILE, FAC DERECHO","PIO NONO NO 1, PROVIDENCIA, SANTIAGO DE CHILE, CHILE, 00000","Spanish, Portuguese",Education & Educational Research
REVISTA DE PESQUISA-CUIDADO E FUNDAMENTAL ONLINE,2175-5361,2175-5361,"UNIV FEDERAL ESTADO RIO DE JANEIRO, PROGRAMA POS-GRADUACAO & ENFERMAGEM","C/O FERNANDO RAMOS PORTO, AV PASTEU 296, URCA, RIO DE JANEIRO, BRAZIL, 00000","English, Portuguese",Nursing
REVISTA DE PSICOLOGIA CLINICA CON NINOS Y ADOLESCENTES,2340-8340,2340-8340,"UNIV MIGUEL HERNANDEZ, DEPT PSICOLOGIA","CRTA NACIONAL N-332 S-N, SAN JUAN DE ALICANTE, SPAIN, 03550",Spanish,"Psychology, Development"
REVISTA DE PSICOLOGIA PUCP,0254-9247,2223-3733,PONTIFICIA UNIV CATOLICA PERU,"AV UNIVERSITARIA 1801, SAN MIGUEL, PERU, LIMA, 32","English, Portuguese, Spanish","Psychology, Multidisciplinary"
REVISTA DE PSICOTERAPIA,1130-5142,2339-7950,"REVISTA PSIQUIATRIA & PSICOLOGIA HUMANISTA, S L","NUMANCIA, 52, 2O, 2A, BARCELONA, Spain, 08029",Spanish,"Psychology, Clinical"
REVISTA DE SALUD AMBIENTAL,1577-9572,1697-2791,SOC ESPANOLA SANIDAD AMBIENTAL,"C LONDRES 17, MADRID, SPAIN, 28028","Spanish, English, Portuguese","Public, Environmental & Occupational Health"
REVISTA DE SALUD PUBLICA-CORDOBA,1853-1180,1852-9429,"UNIV NAC CORDOBA, ESCUELA SALUD PUBLICA","ENRIQUE BARROSESQQ ENFERMERA GORDILLO GOMEZ, CIUDAD UNIV, CORDOBA, ARGENTINA, 5000",Spanish,"Public, Environmental & Occupational Health"
REVISTA DE SOCIEDAD GADITANA DE HISTORIA NATURAL,1577-2578,2340-5759,SOC GADITANA HISTORIA NATURAL,"SOC GADITANA HISTORIA NATURAL, JEREZ DE LA FRONTERA, SPAIN, 00000",Spanish,Environmental Sciences
REVISTA DE TELEDETECCION,1133-0953,1988-8740,"UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022","English, Spanish",Remote Sensing
REVISTA DE TRANSPORTE Y TERRITORIO,1852-7175,1852-7175,"UNIV BUENOS AIRES, INST GEOGRAFIA","PUAN 480 PISO 4, BUENOS AIRES, ARGENTINA, 1406",Spanish,Transportation
REVISTA DE URBANISMO,0717-5051,0717-5051,"UNIV CHILE, FAC ARQUITECTURA & URBANISMO","CASILLA 3387, SANTIAGO, CHILE, 00000",Spanish,Urban Studies
REVISTA DIGITAL DE DERECHO ADMINISTRATIVO,2145-2946,2145-2946,UNIV EXTERNADO COLOMBIA,"CALLE 12 NO 1-17 ESTE, BOGOTA, COLOMBIA, 00000",Spanish,Law
REVISTA DIGITAL DE ICONOGRAFIA MEDIEVAL,2254-7312,2254-853X,"UNIV COMPLUTENSE MADRID, FAC GEOGRAFIA & HISTORIA","AVE COMPLUTENSE S-N, MADRID, SPAIN, 28040",Spanish,Medieval & Renaissance Studies
REVISTA DIGITAL DE INVESTIGACION EN DOCENCIA UNIVERSITARIA-RIDU,2223-2516,2223-2516,UNIV PERUANA CIENCIAS APLICADAS,"PROLONGACION PRIMAVERA 2390, MONTERRICO, LIMA, PERU, 00000","Spanish, English, Portuguese",Education & Educational Research
REVISTA DIGITAL LAMPSAKOS,2145-4086,2145-4086,UNIV CATOLICA LUIS AMIGO,"TRANSVERSAL 51 A, MEDELLIN, COLOMBIA, 67B 90","Spanish, English","Engineering, Multidisciplinary"
REVISTA DIGITAL MUNDO ASIA PACIFICO,2344-8172,2344-8172,UNIV EAFIT,"CARRERA 49 N 7, BLOQUE 38, OFICINA 331, MEDELLIN, COLOMBIA, SURAMERICA, SUR-50",Multi-Language,Area Studies
REVISTA DIREITO AMBIENTAL E SOCIEDADE,2316-8218,2237-0021,"UNIV CAXIAS SUL, CENTRO CIENCIAS COMUNICACAO","RUA FRANCISCO GETULIO VARGAS, 1130, CAXIAS DO SUL, BRAZIL, 95070-560",Portuguese,Law
REVISTA DIREITO GV,1808-2432,2317-6172,"FUNDACAO GETULIO VARGAS, ESCOLA DIREITO","RUA ROCHA, 23 11 ANDAR, SAO PAULO SP, BRAZIL, 01330-0000","Portuguese, English",Law
REVISTA DO CURSO DE DIREITO DO UNIFOR,2236-7632,2236-7632,FUNDACAO EDUCACIONAL COMUNITARIA FORMIGUENSE,"AV DR ARNALDO SENNA 328, AGUA VERMELHA, FORMIGA, BRAZIL, MG 35570-00",Portuguese,Law
REVISTA DO SERVICO PUBLICO,0034-9240,2357-8017,ESCOLA NACL ADM PUBLICA-ENAP,"DIRETORIA COMUNICACAO & PESQUISA, SAIS- AREA 2-A, BRASILIA, BRAZIL, DF 70610-900",Portuguese,Public Administration
REVISTA ECONOMIA,0254-4415,2304-4306,PONTIFICIA UNIV CATOLICA PERU,"AV UNIVERSITARIA 1801, SAN MIGUEL, PERU, LIMA, 32","English, Spanish",Economics
REVISTA ECONOMIA Y SOCIEDAD,1409-1070,2215-3403,"UNIV NACL, EDITORIAL","APARTADO 86, HEREDIA, COSTA RICA, 3000","Spanish, English",Economics
REVISTA ECORFAN,2007-1582,2007-3682,REVISTA ECORFAN,"REVISTA ECORFAN, ECATEPEC, MEXICO, 00000",Spanish,Business
REVISTA EDAPECI-EDUCACAO A DISTANCIA E PRATICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS,2176-171X,2176-171X,UNIV FEDERAL SERGIPE,"AV VEREADOR OLIMPIO GRANDE, ITABAIANA, SERGIPE, BRAZIL, 00000",Portuguese,Education & Educational Research
REVISTA EDUCACAO E LINGUAGENS,2238-6084,2238-6084,"UNIV ESTADUAL PARANA, ESCOLA MUSICA & BELAS ARTES PARANA","RUA COMENDADOR MACEDO 254, CURITIBA, BRAZIL, PR, 80060-030",Portuguese,Education & Educational Research
REVISTA EDUCACION,0379-7082,2215-2644,"UNIV COSTA RICA, EDITORIAL","SEDE RODRIGO FACIO BRENES, MONTES DE OCA, SAN JOSE, COSTA RICA, 00000",Spanish,Education & Educational Research
REVISTA EDUCACION EN INGENIERIA,1900-8260,1900-8260,"ASOC COLOMBIANA, FAC INGENIERIAS","CARRERA 68 D 25B-205 86 OFFICE, BOGOTA, COLOMBIA, 00000",Spanish,"Engineering, Multidisciplinary"
REVISTA EDUCAONLINE,1983-2664,1983-2664,"UNIV FEDERAL RIO DE JANEIRO, ESCOLA COMUNICACAO","LAB PESQUISA & TECNOLOGIAS INF COMUN, AV PASTEUR, 250, FUNDOS, RIO DE JANEIRO, BRAZIL, RJ 22290-240",Multi-Language,Education & Educational Research
REVISTA ELECTRONICA CALIDAD EN LA EDUCACION SUPERIOR,1659-4703,1659-4703,UNIV ESTATAL DISTANCIA,"SAN PEDRO MONTES OCA, SAN JOSE, COSTA RICA, 2050",Spanish,Education & Educational Research
REVISTA ELECTRONICA COMPLUTENSE DE INVESTIGACION EN EDUCACION MUSICAL-RECIEM,1698-7454,1698-7454,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish, English, Portuguese",Education & Educational Research | Music
REVISTA ELECTRONICA DE ESTUDIOS INTERNACIONALES,1697-5197,1697-5197,ASOC ESPANOLA PROFESORES DERECHO INT & RELACIONES INT-AEPDIRI,"ESCUELA DIPLOMATICA, PASEO DE JUAN XXIII NO 5, MADRID, SPAIN, 28040","Spanish, English",Law
REVISTA ELECTRONICA DE FUENTES Y ARCHIVOS,1853-4503,1853-4503,CENTRO DE ESTUDIOS HISTORICOS PROF CARLOS S A SEGRETI,"CANONIGO M CORRO 308, CORDOBA, ARGENTINA, 00000",Spanish,History
